u_mag,g_mag,r_mag,i_mag,z_mag,cat
19.698889,17.761152,16.974848,16.720072,16.567036,star
18.785374,17.817526,17.500376,17.447422,17.424313,star
17.4995,16.280216,15.845675,15.686208,15.619913,star
19.223965,16.946051,16.007128,15.656284,15.491995,star
17.783079,16.490198,15.972272,15.78636,15.719863,star
17.800385,16.472681,15.927522,15.745846,15.656297,star
17.666592,16.337191,15.85705,15.70204,15.662418,star
18.656542,16.476042,15.612525,15.356844,15.203012,star
19.303265,17.680021,17.065367,16.795717,16.68309,star
20.061144,17.859604,16.956781,16.620415,16.444427,star
19.80958,17.513508,16.611593,16.320332,16.150766,star
18.115833,16.785328,16.26174,16.07888,16.00387,star
18.484238,17.292198,16.821844,16.63402,16.57826,star
18.548328,16.792156,16.16925,15.971809,15.85321,star
20.259157,17.593927,16.297014,15.745357,15.370087,star
18.776798,17.651443,17.263773,17.125776,17.071571,star
18.41021,17.367062,17.043737,16.919289,16.877073,star
19.781021,17.707315,16.863354,16.565786,16.342459,star
18.193111,17.028999,16.607239,16.449617,16.389292,star
18.915546,17.601456,17.109787,16.930521,16.884836,star
17.654306,16.175802,15.627589,15.4271,15.383698,star
18.844242,17.624949,17.175957,17.048471,16.960566,star
20.477215,17.848055,16.460794,15.861223,15.520335,star
18.351645,16.40518,15.64535,15.364876,15.254594,star
19.216898,17.802769,17.319532,17.130856,17.04501,star
17.525608,16.381496,15.929768,15.806343,15.760901,star
16.47258,15.600921,15.307637,15.225481,15.193784,star
19.297016,17.142132,16.251591,15.926834,15.732826,star
18.922865,17.824156,17.321941,17.129944,17.034355,star
18.814627,17.202959,16.599491,16.385139,16.302042,star
18.465466,17.077858,16.511494,16.307064,16.203335,star
18.754738,17.010727,16.325279,16.056759,15.927022,star
18.953245,17.537748,17.025646,16.874014,16.765793,star
17.343178,16.10326,15.703465,15.55869,15.513261,star
18.573544,17.412933,16.907125,16.646435,16.51437,star
17.649105,16.678608,16.369766,16.250986,16.213705,star
17.929924,16.504274,15.946781,15.690588,15.571232,star
19.34763,17.002493,15.903506,15.502986,15.269709,star
18.346447,16.520443,15.811335,15.610321,15.49373,star
18.511803,17.584862,17.450745,17.45616,17.482107,star
18.59951,16.781956,16.153154,15.895341,15.788027,star
18.318378,16.548723,15.915058,15.630453,15.510512,star
18.732481,17.787109,17.461159,17.347422,17.276722,star
18.435305,17.07589,16.593546,16.397663,16.301453,star
17.82465,16.433655,15.849338,15.630958,15.534614,star
17.89113,16.325684,15.700979,15.481084,15.357444,star
19.229025,17.990192,17.410078,17.163004,16.992722,star
19.320477,17.369522,16.617302,16.336176,16.128517,star
18.110075,16.769487,16.271603,16.119745,16.045069,star
18.806437,17.435793,16.921253,16.721025,16.620705,star
18.418585,17.360348,16.93095,16.767094,16.668257,star
18.36219,17.344191,16.99399,16.868305,16.862244,star
18.059052,16.840082,16.31484,16.130199,16.016243,star
18.667891,17.686209,17.371033,17.244293,17.199127,star
17.279552,16.060236,15.620824,15.61649,15.398594,star
16.739208,15.751203,15.224209,15.118125,15.074069,star
18.779053,17.380106,16.863499,16.661802,16.573347,star
19.350824,17.749182,17.204399,17.013494,16.92849,star
17.518976,16.411966,16.021236,15.893725,15.829688,star
18.004908,16.180361,15.464943,15.229823,15.09556,star
19.184601,17.926155,17.382708,17.13715,16.983841,star
16.932524,16.092339,15.86105,15.769265,15.739313,star
18.328653,17.550028,17.197714,17.039267,16.937794,star
19.773195,17.929871,17.191753,16.914343,16.761431,star
17.48947,16.17197,15.68937,15.517673,15.476478,star
18.356096,17.317087,16.958971,16.820202,16.781845,star
17.785776,16.557653,16.062069,15.884772,15.827639,star
19.249363,17.449158,16.711166,16.444853,16.301683,star
18.422579,16.30184,15.481206,15.179206,15.023565,star
18.105827,16.729374,16.18939,16.000223,15.891069,star
18.835854,17.309031,16.74053,16.540625,16.42779,star
17.678492,16.767607,16.618036,16.577335,16.581619,star
19.032473,17.418249,16.813921,16.604219,16.464682,star
16.922558,15.802992,15.436266,15.271381,15.259377,star
19.049791,17.85923,17.379837,17.182783,17.114016,star
17.328831,16.226521,15.79908,15.675554,15.640857,star
19.675972,17.994404,17.332375,17.105377,16.996609,star
18.84767,17.604328,17.12635,16.949553,16.854118,star
17.326008,16.12723,15.674315,15.460052,15.40286,star
18.477955,16.804466,16.162477,15.886497,15.790034,star
17.284048,16.12656,15.708878,15.58985,15.519906,star
17.800972,16.848059,16.5427,16.46002,16.414314,star
18.163485,17.038622,16.825527,16.792952,16.762722,star
18.940529,17.318577,16.682838,16.487028,16.359486,star
16.815128,15.723602,15.335866,15.196114,15.11639,star
17.921858,16.627638,16.205843,16.036182,15.964439,star
18.695438,17.408527,16.942795,16.74585,16.661337,star
18.744415,17.618702,17.229771,17.052853,16.997885,star
18.237083,16.416588,15.757779,15.519719,15.386991,star
18.981037,17.710466,17.259722,17.041941,16.992134,star
18.990953,17.614595,17.243517,16.999453,16.89113,star
18.880604,17.915508,17.550968,17.401121,17.358078,star
18.405737,16.895021,16.349339,16.124037,15.997966,star
17.625742,16.48995,16.106913,15.917398,15.941745,star
18.457926,17.532381,17.219646,17.133736,17.112122,star
19.768028,17.750969,16.916391,16.635115,16.463114,star
19.383675,17.58777,16.853024,16.565054,16.412144,star
18.079258,16.864393,16.335703,16.100367,16.015787,star
20.464699,17.783562,16.421547,15.85503,15.53341,star
19.658154,17.520842,16.588564,16.229679,16.069759,star
18.980389,16.563395,15.61494,15.329381,15.158735,star
19.354069,17.282009,16.353132,16.031116,15.860345,star
17.482996,16.143198,15.652892,15.505286,15.438564,star
20.584763,17.97925,16.716175,16.238474,15.960481,star
17.496351,16.372042,15.873629,15.786223,15.720107,star
18.181137,16.864458,16.444273,16.299662,16.250683,star
19.457891,17.228849,16.275732,15.958662,15.764061,star
19.024586,17.99741,17.626072,17.522831,17.459944,star
19.605461,17.383591,16.508348,16.232349,16.06003,star
17.594994,16.65316,16.322275,16.23826,16.208754,star
18.200798,17.044197,16.642553,16.490562,16.464123,star
17.11433,16.030294,15.647615,15.50177,15.448209,star
20.585808,17.891224,16.494946,15.689977,15.242016,star
17.695807,16.509617,16.048164,15.898818,15.830759,star
18.26556,17.112228,16.698174,16.568872,16.509882,star
17.614565,16.425365,15.979728,15.82583,15.755013,star
19.668272,17.779499,17.06414,16.805834,16.630846,star
19.315643,17.783661,17.150454,16.859827,16.73168,star
19.287519,17.667639,17.004158,16.68824,16.564817,star
18.962883,17.514048,16.93409,16.687054,16.498472,star
19.64407,16.982906,15.811509,15.355864,15.134526,star
18.689684,17.627117,17.236437,17.095034,17.036179,star
20.229055,17.551132,16.145594,15.438134,15.086921,star
18.227959,16.841606,16.342081,16.156124,16.074158,star
19.161253,17.571657,16.973593,16.715168,16.647667,star
19.357264,17.809719,17.203569,16.987886,16.887535,star
18.709154,17.425518,16.969019,16.798162,16.734148,star
18.559818,16.949648,16.378183,16.159836,16.057774,star
19.147863,16.89539,15.977801,15.639007,15.461272,star
17.473993,16.354986,16.002645,15.870612,15.846575,star
17.292559,16.393635,16.138439,16.019957,16.009333,star
18.66408,17.114672,16.534739,16.291725,16.209866,star
18.759909,17.245968,16.639698,16.38369,16.291967,star
18.757631,17.279263,16.634317,16.351194,16.197493,star
18.927341,17.722807,17.274042,17.08486,17.059607,star
18.193306,17.266924,17.017611,16.936773,16.926149,star
19.544222,17.995449,17.405909,17.191521,17.082884,star
19.869925,17.98403,17.233238,16.928576,16.786667,star
19.433599,17.996502,17.441622,17.214115,17.100822,star
19.022736,16.86001,16.016205,15.718331,15.577729,star
18.863403,16.976536,16.221531,15.964689,15.812467,star
18.703642,17.590824,17.178078,17.063862,17.005789,star
18.099712,17.019693,16.629156,16.498175,16.422913,star
18.114008,16.733072,16.204412,16.024017,15.919055,star
17.965322,16.79987,16.376356,16.236559,16.169834,star
19.532528,17.346743,16.467756,16.161123,16.001081,star
17.801865,16.292553,15.7085,15.550745,15.459527,star
20.280062,17.666849,16.313738,15.611684,15.233624,star
18.497528,17.374107,16.898193,16.658934,16.580299,star
19.752737,17.612566,16.793447,16.433821,16.262278,star
17.560244,15.992421,15.463039,15.230828,15.190977,star
19.77932,17.332645,16.294853,15.901117,15.710126,star
18.24481,17.343792,16.955688,16.746637,16.687973,star
18.849241,17.858877,17.462873,17.298569,17.251265,star
17.250898,16.081768,15.713829,15.566956,15.548287,star
18.406647,16.431221,15.720627,15.472083,15.363982,star
17.404102,16.33676,16.558599,16.735001,16.82704,star
18.573069,17.661264,17.299368,17.186016,17.134239,star
19.173082,17.79277,17.269001,17.080982,16.997139,star
17.926268,16.829042,16.448183,16.303062,16.284119,star
17.586823,16.45236,16.015934,15.880678,15.831743,star
19.346642,17.883305,17.277618,17.045935,16.936768,star
17.99404,16.753958,16.271662,16.083918,16.013004,star
17.719347,16.600576,16.178444,16.016857,15.963377,star
18.352089,16.994387,16.534853,16.37739,16.321384,star
17.60803,16.326965,15.855089,15.634096,15.608301,star
16.449169,15.271818,15.445667,15.576353,15.670421,star
18.670267,16.790892,16.061737,15.762478,15.644426,star
17.031261,16.067139,15.737159,15.573001,15.596117,star
18.890972,16.968996,16.223078,15.932138,15.775856,star
18.673248,17.786678,17.491402,17.353746,17.323881,star
19.277031,17.688507,17.103937,16.8552,16.780912,star
17.871935,16.531252,16.061419,15.889425,15.856813,star
19.088203,17.243521,16.550777,16.281172,16.175884,star
19.36639,16.95726,15.87058,15.459753,15.248775,star
19.825432,17.734419,16.74679,16.420462,16.221636,star
17.840776,16.709534,16.358915,16.207165,16.146757,star
18.88707,17.771502,17.330988,17.108114,16.995663,star
18.976706,16.745895,15.859135,15.547887,15.387937,star
18.87224,16.57935,15.670383,15.335052,15.158484,star
17.292828,16.151711,16.174835,16.210949,16.279182,star
17.805416,16.407545,15.925176,15.748291,15.667831,star
17.23971,16.288589,15.908601,15.747976,15.646799,star
17.885719,16.182688,15.540396,15.284325,15.136206,star
17.942713,17.032623,16.803318,16.672087,16.637651,star
17.680353,16.489565,16.024393,15.864433,15.81081,star
18.893097,16.759436,15.948798,15.6357,15.499688,star
19.828159,17.185196,15.895706,15.335943,15.095989,star
17.421726,16.527571,16.27191,16.154861,16.151796,star
18.883133,17.999725,17.765984,17.653053,17.654951,star
18.576385,17.743837,17.477823,17.372683,17.369631,star
18.918867,17.840082,17.44356,17.299881,17.227827,star
18.301298,17.503595,17.250328,17.162596,17.145994,star
18.469278,17.632458,17.354132,17.099422,17.246675,star
19.092884,17.691446,17.243666,16.997917,16.914228,star
17.029095,15.791897,15.316608,15.141331,15.148492,star
18.058779,16.977533,16.587736,16.433542,16.395382,star
19.071814,17.649414,17.114172,16.927002,16.857347,star
18.042425,17.208422,16.984383,16.921772,16.926043,star
18.423988,17.512201,17.155586,16.988808,16.929575,star
18.769411,17.262571,16.64056,16.34931,16.222769,star
17.986601,17.078999,16.804018,16.713179,16.70455,star
18.644611,17.745071,17.462128,17.35018,17.334618,star
19.243479,17.932093,17.423981,17.267683,17.186489,star
18.152714,16.911259,16.458542,16.295853,16.257961,star
18.973946,17.945021,17.519842,17.335541,17.272057,star
19.30789,17.684429,17.062742,16.855404,16.78565,star
19.299692,16.783377,15.644545,15.232256,15.039669,star
19.984756,17.770679,16.892307,16.603807,16.449366,star
17.41996,16.21151,15.790248,15.65732,15.65889,star
19.09692,17.968626,17.476988,17.29863,17.189281,star
19.762241,17.79533,16.982101,16.680651,16.538902,star
18.211002,17.178089,16.719118,16.533291,16.448811,star
19.080996,17.737299,17.227198,17.071199,16.991896,star
18.722036,17.530867,17.08205,16.880434,16.808622,star
19.151037,17.249592,16.576788,16.334089,16.22493,star
18.844011,17.669035,17.232944,17.082417,17.01088,star
17.13979,15.844502,15.343286,15.129869,15.024635,star
20.131807,17.49012,16.263283,15.782915,15.544354,star
18.191633,16.483864,15.8232,15.597806,15.47799,star
17.964497,16.645691,16.117243,15.9311,15.872699,star
18.69363,16.859215,16.083319,15.749116,15.628626,star
19.871634,17.675253,16.687023,16.322996,16.206722,star
17.497633,16.235172,15.75638,15.573783,15.505014,star
17.754665,16.48378,16.024677,15.850867,15.793206,star
19.414152,17.530649,16.72118,16.439587,16.283495,star
18.653389,17.305674,16.813395,16.591413,16.491329,star
19.651209,17.479548,16.585726,16.250902,16.065042,star
17.921326,16.63868,16.185745,16.044128,16.02103,star
20.554665,17.949986,16.740767,16.234703,15.958155,star
20.107563,17.702988,16.692831,16.270769,16.06628,star
19.39415,17.33861,16.441833,16.141762,15.949818,star
19.119259,17.849249,17.349323,17.186394,17.098186,star
18.687958,17.720724,17.381058,17.248522,17.244427,star
18.941332,17.704454,17.19784,17.007263,16.930391,star
19.319969,17.652294,17.012348,16.754263,16.614456,star
18.998337,17.324722,16.696808,16.479441,16.365076,star
19.412252,16.942965,15.943687,15.593712,15.408936,star
18.744539,17.484772,16.978182,16.795574,16.76318,star
19.289625,17.527639,16.798826,16.541769,16.406067,star
19.862091,17.883753,17.1052,16.812979,16.688547,star
18.106274,16.818943,16.346176,16.1898,16.115227,star
19.017469,16.817513,15.888825,15.534904,15.352373,star
17.067343,15.833793,16.049429,16.192162,16.249939,star
18.373634,17.080673,16.567127,16.409639,16.353971,star
19.602112,17.781244,17.106873,16.831787,16.72156,star
18.806646,17.314447,16.715336,16.445789,16.337891,star
20.511503,17.920654,16.823816,16.436831,16.230118,star
17.872816,16.872932,16.545816,16.399014,16.370457,star
18.552738,16.499853,15.527056,15.180298,15.009108,star
17.786551,16.56949,16.14245,16.003496,15.988906,star
19.709557,17.961433,17.234007,17.010256,16.90637,star
19.346863,17.367895,16.57872,16.358398,16.225178,star
18.259359,17.221251,16.788496,16.575304,16.509535,star
19.158524,17.481298,16.843773,16.627613,16.502813,star
19.037819,17.665817,17.093979,16.914162,16.837786,star
17.589882,16.599211,16.231689,16.104889,16.104856,star
18.373154,16.848768,16.238819,16.02981,15.993497,star
18.835052,17.56201,17.075191,16.885935,16.808187,star
16.506956,15.599395,15.256791,15.145015,15.145205,star
18.826019,17.760855,17.343954,17.197601,17.163578,star
17.428123,16.162701,15.716607,15.517385,15.494223,star
17.776852,16.860184,16.49896,16.38308,16.3587,star
18.656389,16.823902,16.074995,15.783856,15.648583,star
20.555025,17.998995,16.788177,16.278183,15.998723,star
19.293234,17.003551,16.029282,15.657434,15.460233,star
19.661846,17.644577,16.85146,16.566696,16.387499,star
18.86796,17.986687,17.812534,17.762081,17.778471,star
17.778713,16.783958,16.487011,16.395926,16.392683,star
18.629019,17.153811,16.610971,16.431112,16.345417,star
17.321775,16.413813,16.154518,16.11025,16.077383,star
18.627443,17.359509,16.915096,16.814734,16.724236,star
17.599518,16.074802,15.526298,15.35103,15.308469,star
19.040749,17.969444,17.539743,17.370899,17.304739,star
18.633299,17.740479,17.442583,17.320677,17.345882,star
18.132212,16.339945,15.679005,15.478437,15.396424,star
17.197781,15.943708,15.482368,15.338528,15.300743,star
19.909712,17.395683,16.205168,15.770279,15.534149,star
18.959278,17.372665,16.772892,16.497692,16.453186,star
19.877907,17.442772,16.348867,15.980981,15.780835,star
19.533701,17.081842,15.979947,15.584667,15.402971,star
19.790012,17.902836,17.150343,16.856464,16.771452,star
18.009995,16.56053,15.97454,15.756816,15.69174,star
18.50016,17.13942,16.606035,16.332819,16.297657,star
18.034637,16.799103,16.362869,16.175482,16.111197,star
18.294022,17.384224,17.063616,16.992155,16.949362,star
20.713192,17.93808,16.632824,16.101007,15.812679,star
18.955248,17.537397,17.033548,16.832108,16.760754,star
19.614141,17.803572,17.120436,16.884766,16.742563,star
19.090801,17.219357,16.507153,16.212547,16.049515,star
18.386396,16.497498,15.815902,15.512072,15.374199,star
19.642944,17.872423,17.111343,16.801725,16.631729,star
17.056749,15.916591,15.554225,15.364328,15.343411,star
19.339272,17.466536,16.802118,16.492035,16.33919,star
17.223373,16.048321,15.680798,15.483045,15.48273,star
19.220116,17.690184,17.141932,16.91399,16.818409,star
17.415697,16.303013,16.318769,16.44441,16.53126,star
18.538712,17.406075,17.437431,17.552752,17.620855,star
20.463703,17.877405,16.467716,15.520749,15.029048,star
19.514433,17.240435,16.321514,15.989852,15.824392,star
19.587589,17.389868,16.550673,16.297955,16.163359,star
18.405331,17.329805,16.923212,16.792664,16.746195,star
19.539562,17.83486,17.129763,16.831409,16.697935,star
18.21344,16.451897,15.727604,15.484488,15.370411,star
18.431049,17.189398,16.739653,16.576624,16.47036,star
17.803165,16.864941,16.548933,16.437141,16.421913,star
18.338739,17.204651,16.820818,16.670258,16.652845,star
19.617567,17.623419,16.847219,16.579433,16.453522,star
20.447214,17.919437,16.719872,16.225725,15.982388,star
19.486013,17.852365,17.196835,16.954102,16.840879,star
17.550476,16.591381,16.210588,16.08532,16.005423,star
18.467621,16.480915,15.685836,15.415989,15.302498,star
18.991848,17.19276,16.483934,16.24979,16.176764,star
18.912008,17.882025,17.367065,17.111517,17.036739,star
19.21067,17.897942,17.35368,17.17849,17.138044,star
18.068251,16.643736,16.001715,15.72471,15.587796,star
19.482033,17.390345,16.550013,16.262705,16.107925,star
16.954409,15.643449,15.159078,15.001939,15.001331,star
17.864838,16.346247,15.772396,15.621485,15.4598,star
17.46594,16.444889,16.039783,15.879087,15.84721,star
17.945612,16.897961,16.408508,16.235193,16.156115,star
19.351063,17.848341,17.207203,16.97171,16.854795,star
17.167805,16.10018,15.744413,15.61477,15.598907,star
19.092211,17.887993,17.404495,17.18696,17.089222,star
19.034267,17.798136,17.346319,17.224928,17.177269,star
18.571005,17.43685,17.021357,16.873367,16.80015,star
17.032852,15.858594,15.438159,15.276302,15.186325,star
17.305096,16.116999,15.691406,15.53736,15.457387,star
19.034233,17.843325,17.31291,17.034918,16.943562,star
18.593651,17.639259,17.351307,17.20854,17.204649,star
17.313858,15.957176,15.411372,15.126666,15.112734,star
17.246677,16.098404,15.712343,15.560131,15.501614,star
18.680681,17.233114,16.748495,16.571877,16.50631,star
19.321831,17.310356,16.53566,16.297018,16.143179,star
16.846636,15.617354,15.168354,15.086798,15.025701,star
20.384817,17.959717,16.597269,15.64638,15.178823,star
20.484514,17.899975,16.763523,16.281063,16.043182,star
17.224804,15.902068,15.391379,15.273725,15.107904,star
18.895874,16.492058,15.493996,15.232015,15.008013,star
18.749781,17.427069,17.015234,16.849634,16.714464,star
17.592161,16.444818,16.05238,15.894655,15.77765,star
17.643658,16.11871,15.546707,15.395757,15.257686,star
19.810503,17.685472,16.889721,16.602772,16.45767,star
20.110971,17.875431,16.902807,16.516357,16.298449,star
18.756689,17.533497,17.069878,16.892576,16.882036,star
19.931164,17.738316,16.914433,16.610277,16.482029,star
17.513855,16.128271,15.63319,15.482119,15.375286,star
18.106859,16.397245,15.789182,15.663929,15.558502,star
17.847307,16.347912,15.709001,15.527667,15.415203,star
17.585323,16.499756,16.088589,15.970731,15.939952,star
18.281857,16.994795,16.464542,16.302458,16.248657,star
16.969149,15.722612,15.234209,15.124291,15.101688,star
18.413353,17.449436,17.058199,16.985422,16.981392,star
17.196928,16.303736,15.994372,15.95169,15.936586,star
18.789722,17.47533,16.934288,16.804049,16.737455,star
18.295959,17.371277,17.00654,16.897919,16.89958,star
19.402035,17.550554,16.727524,16.430237,16.260487,star
18.814041,17.48694,16.946255,16.744724,16.708673,star
18.070915,17.179697,16.84602,16.731613,16.713804,star
18.63884,17.628494,17.252024,17.025364,16.955284,star
19.623495,17.047825,15.802251,15.288152,15.03665,star
19.243147,17.201429,16.394299,16.097452,15.932153,star
19.420012,17.266939,16.361094,16.063465,15.899548,star
18.949547,17.425308,16.832035,16.575644,16.445845,star
19.867319,17.79591,16.665588,16.155924,15.855737,star
19.16457,17.337152,16.569843,16.282286,16.114088,star
18.24585,16.371971,15.628809,15.345654,15.212382,star
18.825085,17.443495,16.934593,16.698862,16.656284,star
16.758728,15.632745,15.245378,15.107996,15.094625,star
18.10828,17.181173,16.901411,16.820297,16.823742,star
19.276016,17.756466,17.173775,16.981659,16.928644,star
18.866978,17.881502,17.55159,17.436428,17.454689,star
20.435411,17.912418,16.456663,15.581241,15.147227,star
18.843906,17.737064,17.289623,17.130877,17.112446,star
17.319717,15.839776,15.369661,15.084849,15.050452,star
18.46706,17.277264,16.734045,16.525087,16.406042,star
17.610811,16.438076,16.027441,15.888126,15.942562,star
19.172771,17.495409,16.767067,16.488773,16.309431,star
17.713573,16.435434,15.931917,15.758617,15.719886,star
17.570353,16.071985,15.489459,15.303911,15.218851,star
18.682297,17.365887,16.822428,16.648436,16.553284,star
20.026539,17.593775,16.491491,16.092262,15.882565,star
18.540506,17.25086,16.71051,16.569344,16.479567,star
20.21356,17.565559,16.216187,15.676608,15.336825,star
17.907709,17.104877,16.76322,16.702129,16.655403,star
17.850393,16.606962,16.121449,15.964519,15.894903,star
18.401491,16.88854,16.258665,16.002798,15.884748,star
17.196392,15.929554,15.95766,16.030846,16.074537,star
19.614719,17.470516,16.636423,16.348974,16.17733,star
18.532692,17.163073,16.613598,16.420458,16.318113,star
18.030842,16.849476,16.451298,16.31554,16.255552,star
18.779791,16.861296,16.072969,15.728518,15.582942,star
18.3897,16.986946,16.438643,16.252296,16.181849,star
19.235378,17.347542,16.595032,16.340202,16.226574,star
17.65391,16.319336,15.787177,15.526402,15.500479,star
18.659855,17.407114,16.934191,16.634409,16.608694,star
17.400721,16.267807,15.8915,15.689984,15.727831,star
17.632708,16.649332,16.286409,16.115965,16.115368,star
18.605545,16.548944,15.758142,15.533809,15.407701,star
18.068333,16.789236,16.213259,16.117292,16.011097,star
18.161371,16.32939,15.604961,15.376882,15.158879,star
17.051622,16.098854,15.839376,15.81403,15.752256,star
16.959137,15.822031,15.326171,15.158524,15.048988,star
18.148581,16.749918,16.242598,16.067423,15.930962,star
17.200764,15.950011,15.513129,15.374421,15.305456,star
18.657581,17.546755,17.176264,17.019241,16.936853,star
18.046053,16.990982,16.628256,16.479271,16.420395,star
16.456076,15.458637,15.329739,15.22597,15.244974,star
18.274246,16.476055,15.876111,15.595615,15.521814,star
18.629257,16.777296,16.046324,15.777958,15.643689,star
18.368341,17.236559,16.804312,16.781309,16.648796,star
17.939442,16.769541,16.353409,16.202736,16.153982,star
17.957521,16.722996,16.313206,16.161682,16.079359,star
20.334126,17.663628,16.313396,15.791817,15.407397,star
20.012985,17.735443,16.84326,16.501631,16.37092,star
18.290144,16.233669,15.450549,15.165369,15.039915,star
19.134499,17.750162,17.260351,17.090784,17.029793,star
18.566849,17.348486,16.880795,16.682165,16.652596,star
18.46875,16.624083,15.909066,15.611017,15.480998,star
16.888994,15.894217,15.546685,15.46841,15.445609,star
17.532621,16.521952,16.093967,16.096853,15.982903,star
19.763317,17.639601,16.75176,16.406698,16.216261,star
17.961666,16.488932,15.871138,15.650705,15.557319,star
18.19944,17.188255,16.830452,16.715065,16.69248,star
19.262117,16.852394,15.851757,15.481714,15.305537,star
18.712496,17.177307,16.549969,16.38246,16.282358,star
17.200909,15.875277,15.438234,15.277367,15.217861,star
19.190676,16.937592,16.102312,15.782414,15.680295,star
18.122101,16.895002,16.446951,16.256004,16.241138,star
19.280571,16.855757,15.754639,15.508376,15.156245,star
18.110554,16.723152,16.241459,16.062328,15.961993,star
17.408928,16.147692,15.70888,15.528728,15.512051,star
17.893267,16.792383,16.38343,16.270321,16.236431,star
17.656807,16.383762,15.828312,15.63817,15.530748,star
20.150541,17.596931,16.228092,15.592648,15.264399,star
18.58079,16.44606,15.642155,15.348396,15.220401,star
18.444059,17.306896,16.93379,16.764734,16.698107,star
19.283659,16.981588,16.140953,15.75032,15.56067,star
17.007706,15.858373,15.483479,15.330059,15.315381,star
18.898424,17.96899,17.643436,17.539305,17.538284,star
19.198635,17.744791,17.101992,16.846788,16.690716,star
18.466129,16.360443,15.572025,15.295402,15.14559,star
20.061226,17.988817,17.11516,16.770847,16.592701,star
17.619968,16.429483,15.99195,15.871954,15.764806,star
18.300198,16.728573,16.11274,15.921539,15.816345,star
17.552094,15.954966,15.363132,15.185492,15.130253,star
18.592796,17.044897,16.459175,16.291925,16.212181,star
19.081032,17.572794,16.952984,16.764036,16.665474,star
20.422321,17.848198,16.55335,16.032238,15.74868,star
19.280043,17.598589,16.936529,16.674952,16.562384,star
18.166218,16.833399,16.300014,16.072639,15.946649,star
17.879778,16.572321,16.112146,15.915818,15.910486,star
17.900799,16.677784,16.27425,16.149399,16.111517,star
17.142498,15.838821,15.377367,15.189962,15.180299,star
19.752556,17.86282,17.053623,16.702093,16.66766,star
18.593647,16.393696,15.519864,15.263674,15.053972,star
20.544781,17.896465,16.679045,16.153378,15.924948,star
20.092497,17.592367,16.50688,16.122129,15.976501,star
20.518774,17.931261,16.548298,15.693806,15.303263,star
19.013153,17.899427,17.515509,17.401253,17.371435,star
19.468147,17.670755,16.977827,16.705074,16.550808,star
16.979473,15.665959,15.215296,15.083664,15.084085,star
17.051058,15.799087,15.382039,15.248485,15.244473,star
17.356966,16.162615,15.786818,15.648956,15.617187,star
17.965706,16.99864,16.699089,16.570389,16.560989,star
19.041639,17.185848,16.474764,16.161274,16.092745,star
17.447044,16.080952,15.610316,15.41393,15.430244,star
19.005018,17.978403,17.562826,17.399067,17.434299,star
19.134705,16.849745,15.964547,15.637365,15.497419,star
18.313162,17.480492,17.335102,16.970304,16.928894,star
18.698061,17.330528,16.799974,16.592175,16.565647,star
17.912426,16.516821,15.991283,15.735823,15.711967,star
20.250475,17.738253,16.274038,15.509242,15.137944,star
17.883671,16.211109,15.61596,15.392938,15.352752,star
17.80949,16.017298,15.431882,15.234068,15.223001,star
17.837639,16.911345,16.681543,16.619612,16.593248,star
19.531693,17.930862,17.28124,17.013472,16.876228,star
19.999367,17.644989,16.635088,16.309546,16.111248,star
17.687698,16.736967,16.453083,16.32865,16.323212,star
18.015045,17.102339,16.789333,16.619652,16.640684,star
17.091015,15.877294,15.480897,15.297631,15.285377,star
18.655628,17.480696,17.040121,16.880911,16.835146,star
18.473616,17.558861,17.147053,16.997318,16.877962,star
17.89723,16.888889,16.444496,16.196856,16.149197,star
18.697083,16.515903,15.610127,15.332874,15.148657,star
18.525574,17.323093,16.877214,16.70702,16.721178,star
20.006758,17.572838,16.551954,16.178579,16.065367,star
20.03587,17.875731,17.041332,16.710442,16.615885,star
17.835884,16.159311,15.540763,15.326214,15.25737,star
19.421736,17.5889,16.894711,16.659178,16.54063,star
18.547123,17.535633,17.211784,17.10527,17.080956,star
16.971102,15.701825,15.264554,15.115235,15.065428,star
17.239161,15.913321,15.492666,15.356195,15.348743,star
18.351812,17.11577,17.215929,17.323555,17.444086,star
18.273411,17.276115,16.962992,16.833979,16.831652,star
17.017967,15.950013,15.54886,15.386169,15.354906,star
17.10977,15.798804,15.313366,15.15836,15.153756,star
18.54372,17.650015,17.345825,17.223043,17.222025,star
19.695524,17.993128,17.316454,17.067616,16.950584,star
18.591608,17.706057,17.42272,17.304935,17.306906,star
19.848093,17.638605,16.715229,16.328876,16.12697,star
17.350319,16.289661,15.876311,15.730855,15.722306,star
18.327328,17.04674,16.635117,16.491022,16.445627,star
18.771597,17.684776,17.34477,17.230154,17.180424,star
19.4779,17.265303,16.406368,16.099787,15.948758,star
18.089949,16.974051,16.55846,16.375509,16.319599,star
18.445759,17.131498,16.636398,16.424728,16.382933,star
17.427397,16.379004,16.047771,15.910398,15.922967,star
18.809801,16.552389,15.623916,15.313398,15.160897,star
18.352556,17.158342,16.742186,16.571436,16.530439,star
18.006762,16.134405,15.434579,15.157555,15.044944,star
19.060038,17.581669,16.98451,16.749926,16.65304,star
19.01988,17.127842,16.400694,16.146301,15.992783,star
17.55158,16.130135,15.605178,15.397742,15.313824,star
18.030434,16.535408,15.958912,15.728809,15.60143,star
18.419165,17.130688,16.653475,16.474697,16.426765,star
18.655613,17.331383,16.822563,16.628717,16.555496,star
